"time","current"
0.0,0.2087065979058269
10.0,0.22113978167850323
20.0,0.22457074928862686
30.0,0.22306360714888382
40.0,0.2218926467782763
50.0,0.22711500587168623
60.0,0.23090826279681326
70.0,0.2275234895117313
80.0,0.22776923346107217
90.0,0.22207133909565288
100.0,0.2175958439489297
110.0,0.22202846711904456
120.0,0.22233086934408006
130.0,0.21066983629865887
140.0,0.21360368236278152
150.0,0.2192502620359295
160.0,0.21456451542400243
170.0,0.20885686306459383
180.0,0.2164707711793203
190.0,0.20801402118429063
200.0,0.201664199507965
210.0,0.206629869244365
220.0,0.20669874865415253
230.0,0.19458502221161136
240.0,0.20011543449977517
250.0,0.19623021162673304
260.0,0.19734670283581546
270.0,0.19122517672229364
280.0,0.19477377005165922
290.0,0.19095804766863886
300.0,0.17964330220626276
310.0,0.1804376590713106
320.0,0.1746229574921491
330.0,0.17623901189845215
340.0,0.16826492596678314
350.0,0.16513018845511626
360.0,0.1692972637942977
370.0,0.17395376482106562
380.0,0.16709894751711177
390.0,0.15787713916244786
400.0,0.1603802005532509
410.0,0.15943397180838265
420.0,0.15565171297832692
430.0,0.15558575118590934
440.0,0.15713575615133518
450.0,0.14956760920029663
460.0,0.1478204023742962
470.0,0.149073134017729
480.0,0.15293778746030187
490.0,0.15406795420182282
500.0,0.14078197512082022
510.0,0.1543338252193381
520.0,0.14938515771361377
530.0,0.14679206468578568
540.0,0.1446343054388121
550.0,0.14427670395842873
560.0,0.14065225092217684
570.0,0.13946744510866396
580.0,0.14187667871205337
590.0,0.13420012929956843
600.0,0.13776599908651138
610.0,0.13818292219428904
620.0,0.13707744692195323
630.0,0.13541180681776696
640.0,0.13760533659774735
650.0,0.12804863210125028
660.0,0.13240486219811698
670.0,0.12918537236925753
680.0,0.12467235572916022
690.0,0.12914646013944509
700.0,0.12140961277859938
710.0,0.12206670660070347
720.0,0.12776331480102365
730.0,0.12764187774992988
740.0,0.1270695735491485
750.0,0.12751619211662862
760.0,0.12433644464030683
770.0,0.12546691641939978
780.0,0.126919041673854
790.0,0.12353145817486859
800.0,0.11622873088107977
810.0,0.11997066199895998
820.0,0.12179132533941832
830.0,0.11548906692244726
840.0,0.11595205536878107
850.0,0.11595815516608726
860.0,0.11543912552147861
870.0,0.11021583048057011
880.0,0.1126887370751672
890.0,0.11324620120831992
900.0,0.1112554291483268
910.0,0.1111926361323474
920.0,0.11374743859408094
930.0,0.10937372876600333
940.0,0.1146412576907732
950.0,0.11593864902069609
960.0,0.1153464317231535
970.0,0.11293688864497681
980.0,0.10972709837204916
990.0,0.10478471296022511
1000.0,0.10404216640311302
1010.0,0.10577844252250611
1020.0,0.10982397369876476
1030.0,0.11116850141536314
1040.0,0.1084619509562622
1050.0,0.11216339297471804
1060.0,0.10856783015811511
1070.0,0.1084125261499704
1080.0,0.10683228103020377
1090.0,0.10724350956526413
1100.0,0.10634794964461394
1110.0,0.10663119533668519
1120.0,0.10733850623450923
1130.0,0.1037693302985676
1140.0,0.10771755732411602
1150.0,0.10872671295533548
1160.0,0.10436807038667148
1170.0,0.1060289887990704
1180.0,0.10173004382893802
1190.0,0.10397729545686862
1200.0,0.10353999582246223
1210.0,0.10285985233794132
1220.0,0.10732189241219288
1230.0,0.10254029408690979
1240.0,0.10450163017514422
1250.0,0.10483122809691944
1260.0,0.10442124641057264
1270.0,0.10543072690348278
1280.0,0.09844296434963547
1290.0,0.10877686845841189
1300.0,0.10349735631018674
1310.0,0.09775193956825208
1320.0,0.1025482302139111
1330.0,0.1003972156391128
1340.0,0.11074219118400588
1350.0,0.10372897845374389
1360.0,0.10014032043309425
1370.0,0.1014991556131281
1380.0,0.0994466806073662
1390.0,0.10121583560508411
1400.0,0.10325549602532227
1410.0,0.10345150663575736
1420.0,0.09708425590491715
1430.0,0.09364329432574146
1440.0,0.09841327791549676
1450.0,0.096076904615807
1460.0,0.09642409679872149
1470.0,0.09435931879095505
1480.0,0.09864341329404866
1490.0,0.10117587572740841
1500.0,0.0957968336670889
1510.0,0.09961414344702332
1520.0,0.09957414896510074
1530.0,0.09389858375397521
1540.0,0.0913385133832383
1550.0,0.10016782699672573
1560.0,0.09798653017404793
1570.0,0.09551193076062207
1580.0,0.10150756227606535
1590.0,0.10038237869046446
1600.0,0.09942393120829437
1610.0,0.09776368920892783
1620.0,0.10292564689958536
1630.0,0.09996513108349686
1640.0,0.09644085779525405
1650.0,0.10147620286283254
1660.0,0.10205409750872714
1670.0,0.10066938720411839
1680.0,0.09935417224574297
1690.0,0.09861237178886145
1700.0,0.09307065109339235
1710.0,0.09970647407091882
1720.0,0.09766999912369984
1730.0,0.09853576024772452
1740.0,0.09731834309519853
1750.0,0.09540415532683574
1760.0,0.09565445342650689
1770.0,0.10194517322555241
1780.0,0.10159444510389537
1790.0,0.10055208418305585
1800.0,0.09920759610599827
1810.0,0.09721609541088391
1820.0,0.09616215882956335
1830.0,0.09453882583375478
1840.0,0.09290438366148555
1850.0,0.09641927941064886
1860.0,0.09520040778448106
1870.0,0.09620248760037031
1880.0,0.09613506237161518
1890.0,0.09751195716461701
1900.0,0.09532670639122846
1910.0,0.09485793195730788
1920.0,0.0926315436110701
1930.0,0.0957156383602019
1940.0,0.09271863904738482
1950.0,0.09201455854765114
1960.0,0.09353207356665813
1970.0,0.0925735966632569
1980.0,0.09397402694838783
1990.0,0.09580241663683942
2000.0,0.09440152455952908
2010.0,0.09496168530845707
2020.0,0.10157871729050869
2030.0,0.09744022717303491
2040.0,0.09795443471943673
2050.0,0.10157813794694633
2060.0,0.09766558407012922
2070.0,0.09833552163143168
2080.0,0.09864736528951994
2090.0,0.09559299989584041
2100.0,0.10646677482158205
2110.0,0.09592447977527643
2120.0,0.09834405900260998
2130.0,0.09510813060674388
2140.0,0.09866078183136609
2150.0,0.09504009796605116
2160.0,0.10054871196864347
2170.0,0.09731996776034635
2180.0,0.09600634049750853
2190.0,0.09750211265365549
2200.0,0.09530205721888593
2210.0,0.09918357579328628
2220.0,0.09310507411216545
2230.0,0.0938035280831824
2240.0,0.09361244128507724
2250.0,0.09332755001708472
2260.0,0.08794732611943117
2270.0,0.10156695098927931
2280.0,0.0973130548978736
2290.0,0.09850479588903643
2300.0,0.0932840660135107
2310.0,0.09447834216763538
2320.0,0.10211483241007398
2330.0,0.09453687169269781
2340.0,0.09480864982395648
2350.0,0.0957688980570355
2360.0,0.09174172730084983
2370.0,0.09159454729120695
2380.0,0.08852151723471642
2390.0,0.08939216803685453
2400.0,0.09212500393428036
2410.0,0.09046949370100782
2420.0,0.09089672572134389
2430.0,0.08809294032436205
2440.0,0.08843028041702965
2450.0,0.08865974713887458
2460.0,0.09022685292269651
2470.0,0.08747121260964051
2480.0,0.0892765479149577
2490.0,0.09282677809459099
2500.0,0.09458905041677303
2510.0,0.08842540241543353
2520.0,0.09249547503579968
2530.0,0.09073095969401354
2540.0,0.08929306902467182
2550.0,0.09025531820134373
2560.0,0.0900298368789664
2570.0,0.08844763357635468
2580.0,0.09346616085078092
2590.0,0.09384562412704395
2600.0,0.0928382783841784
2610.0,0.09201877395453106
2620.0,0.09121338134873391
2630.0,0.09099451064911682
2640.0,0.08962410162026066
2650.0,0.098107866787275
2660.0,0.09675687227045876
2670.0,0.09480711063712324
2680.0,0.0954605686341882
2690.0,0.09697043034335909
2700.0,0.09836039616402255
